-0.005798,-0.011169,0.010797,-0.010606,0.006826,0.014572,0.008124,0.021442,-0.000607,0.010977,-0.030811,-0.020918,0.038993,-0.018671,-0.011745,0.029053,0.037386,-0.040907,0.048632,-0.042344,-0.045655,-0.031872,0.039313,-0.018561,0.048219,0.037422,-0.032344,0.053753,-0.018103,-0.032870,-0.034173,0.046212,0.037283,-0.032067,-0.006598,0.032760,0.032332,0.054556,-0.015242,0.058471,-0.001516,0.044176,-0.024951,0.047501,-0.014755,-0.030602,-0.031815,0.032570,-0.039822,0.010228,0.028674,0.032235,0.018628,-0.006134,0.030962,
-0.119856,-0.110616,0.144349,-0.092643,-0.097466,0.150767,0.159362,0.158138,-0.109051,0.153710,-0.103771,-0.096118,0.166477,-0.060310,-0.087036,0.140353,0.143223,-0.117012,0.143091,-0.129498,-0.122211,-0.121421,0.156868,-0.134277,0.161100,0.142591,-0.134602,0.178942,-0.122410,-0.116682,-0.118923,0.176502,0.171361,-0.086082,-0.095026,0.162515,0.172774,0.161457,-0.138544,0.157318,-0.119201,0.151812,-0.138102,0.165228,-0.118840,-0.128219,-0.129448,0.169491,-0.118365,-0.113668,0.172799,0.162650,0.157562,-0.134958,0.190640,
-0.052210,-0.056174,0.105594,-0.041924,-0.041955,0.123956,0.117022,0.127712,-0.045216,0.123238,-0.056756,-0.035693,0.108545,-0.040163,-0.037032,0.101950,0.124190,-0.044722,0.130374,-0.026579,-0.006527,-0.028099,0.100980,-0.021280,0.097248,0.089451,-0.015857,0.092966,-0.010367,-0.017900,-0.006694,0.057899,0.074733,-0.012720,-0.009318,0.080365,0.084321,0.076479,-0.016549,0.062154,-0.010573,0.066856,-0.008726,0.091313,-0.022393,-0.015614,-0.002247,0.090347,-0.008425,-0.014388,0.064262,0.063982,0.096386,-0.023686,0.098405,
-0.052040,-0.031497,0.048686,-0.057634,-0.016007,0.059435,0.067872,0.069940,-0.039211,0.060658,-0.047176,-0.044420,0.054301,-0.045312,-0.027060,0.046727,0.081614,-0.028690,0.078331,-0.028595,-0.037071,-0.048999,0.058817,-0.041383,0.060251,0.058277,-0.045103,0.065368,-0.017855,-0.042520,-0.030088,0.071595,0.080328,-0.019436,-0.050196,0.079686,0.064397,0.072538,-0.043019,0.067632,-0.032364,0.061494,-0.043260,0.059514,-0.020606,-0.032287,-0.015903,0.068298,-0.029210,-0.037469,0.075681,0.066762,0.072315,-0.045779,0.067211,
-0.045941,-0.055406,-0.017160,-0.063687,-0.013097,-0.002267,0.016178,0.019129,-0.037475,0.017030,-0.072062,-0.057814,-0.012016,-0.090802,-0.038052,0.011127,0.024614,-0.039997,0.030979,-0.052997,-0.066217,-0.073192,0.024708,-0.045070,0.036376,0.028306,-0.064584,0.038793,-0.056477,-0.066163,-0.067906,0.016100,0.025901,-0.085597,-0.047395,0.021431,0.025633,0.029040,-0.063250,0.041481,-0.058486,0.025667,-0.068965,0.041517,-0.067869,-0.064687,-0.074915,0.023241,-0.072169,-0.043440,0.004040,0.038301,0.038846,-0.027120,0.017196,
-0.042102,-0.036375,0.065452,-0.034007,-0.028859,0.076475,0.064683,0.077172,-0.031326,0.063787,-0.028503,-0.012727,0.047688,-0.030610,-0.017749,0.049259,0.064881,-0.015787,0.066627,-0.020032,-0.027180,-0.014454,0.058974,-0.006174,0.047457,0.044437,-0.003243,0.038210,-0.003475,-0.001962,-0.004032,0.039348,0.046519,0.006310,-0.006787,0.034117,0.042251,0.048443,-0.018567,0.057748,-0.023470,0.049719,-0.020362,0.073588,-0.016228,-0.018358,-0.012270,0.062334,-0.007462,-0.006326,0.062094,0.058296,0.056204,-0.026739,0.047423,
0.027473,0.024428,0.005767,0.036864,0.007141,0.008679,-0.005004,-0.002921,0.012250,-0.000576,0.011699,0.020527,0.005497,0.016525,0.007163,0.028481,0.010583,-0.006623,0.015744,-0.040928,-0.036203,-0.017585,0.049129,-0.055325,0.053408,0.051691,-0.049631,0.040003,-0.047501,-0.049359,-0.047127,0.075189,0.078161,-0.028097,-0.090461,0.072988,0.075785,0.063685,-0.081317,0.079289,-0.065801,0.037138,-0.067254,0.073209,-0.070077,-0.050807,-0.048798,0.063507,-0.034822,-0.058619,0.077631,0.081021,0.062660,-0.068301,0.082560,
-0.029691,-0.029485,0.040170,-0.025329,-0.004749,0.041995,0.056540,0.055978,-0.013616,0.057432,-0.013109,-0.011677,0.049274,-0.008297,0.003639,0.038425,0.059930,-0.020794,0.056701,-0.041527,-0.039714,-0.050717,0.069949,-0.029217,0.079275,0.053788,-0.051392,0.088230,-0.024937,-0.046221,-0.050949,0.073823,0.067723,-0.053080,-0.023205,0.069804,0.087306,0.079454,-0.043706,0.071463,-0.032373,0.077967,-0.061185,0.080196,-0.040041,-0.049624,-0.057300,0.077685,-0.052658,-0.028795,0.068060,0.060462,0.068479,-0.037701,0.069115,
-0.090368,-0.097801,0.134884,-0.055860,-0.060773,0.131859,0.118504,0.116878,-0.083258,0.121342,-0.084644,-0.060771,0.111901,-0.069877,-0.077084,0.123264,0.123096,-0.083513,0.131978,-0.066322,-0.050525,-0.068551,0.113123,-0.067001,0.115649,0.127282,-0.089436,0.121478,-0.074955,-0.069571,-0.051048,0.107345,0.117124,-0.057958,-0.050439,0.105523,0.111737,0.111835,-0.075260,0.129725,-0.054249,0.105459,-0.087735,0.113020,-0.089048,-0.081781,-0.078144,0.104387,-0.080831,-0.054097,0.116983,0.116282,0.112594,-0.077144,0.114135,
-0.062092,-0.030999,0.024931,-0.065057,-0.028996,0.045361,0.033742,0.040503,-0.039240,0.051359,-0.044006,-0.051071,0.029941,-0.059603,-0.007081,0.017181,0.052083,-0.018212,0.036344,-0.061431,-0.057844,-0.079439,0.052633,-0.049265,0.059212,0.070628,-0.066282,0.088308,-0.040829,-0.080586,-0.072365,0.056060,0.053622,-0.074961,-0.010953,0.049227,0.074694,0.055369,-0.052771,0.056984,-0.053815,0.070784,-0.071143,0.066582,-0.064462,-0.081230,-0.079241,0.056767,-0.084265,-0.022802,0.038309,0.046149,0.050816,-0.042873,0.041065,
